1.5	0.5	0.281182026	0.231484243
2.5	0.5	0.06557377	0.038737277
3.5	0.5	0.011914236	0.005010332
4.5	0.5	0.002631439	0.001160431
5.5	0.5	0.000654001	0.000280847
7	1	0.000146882	6.45E-05
10	2	2.42E-05		1.02E-05
14	2	2.93E-06		1.65E-06
20	4	5.70E-07		5.25E-07



