0.357017	0.010383	0.004571052
0.454395	0.007322	0.003287013
0.552552	0.011758	0.003331094
0.651185	0.017389	0.003368523
0.751169	0.026249	0.003677207
0.849791	0.036035	0.004340327
0.949196	0.046626	0.004597031
1.04865	0.054914	0.004761693
1.14846	0.064936	0.004978404
1.24866	0.07704	0.005263578
1.34841	0.0904	0.005531921
1.44934	0.10499	0.005756791
1.54908	0.117779	0.005923129
1.64904	0.127942	0.00602793
1.74888	0.142729	0.006160081
1.8488	0.154621	0.006207227
1.94873	0.167002	0.0062492
