0.175993	0.006901	0.00201576
0.251643	0.009302	0.002015282
0.348954	0.013952	0.002027403
0.448423	0.018502	0.00205466
0.548114	0.022623	0.00208495
0.648004	0.026856	0.002117116
0.746892	0.030627	0.002146672
0.847116	0.033172	0.002178225
0.947421	0.037037	0.002216501
1.04774	0.039787	0.002254604
1.14807	0.042973	0.002293202
1.248	0.045893	0.002340934
1.34803	0.047872	0.002373055
1.44822	0.050462	0.002438135
1.54813	0.05225	0.002478012
1.64817	0.053441	0.002553385
1.74792	0.054807	0.002599394
1.84825	0.054427	0.00268906
1.94846	0.056177	0.002757543
2.04837	0.059191	0.002914255
2.14835	0.061326	0.003014307
2.24791	0.060451	0.003235969
2.3482	0.060157	0.00337838
2.44823	0.057284	0.003644429
2.54822	0.059683	0.003845865
2.64831	0.065133	0.004389295
2.74817	0.065712	0.00483366
2.84835	0.062428	0.005592433
2.94835	0.064896	0.006262395
3.09358	0.060129	0.005605453
3.29396	0.062917	0.006137345
3.49409	0.058169	0.006734969
3.69405	0.058034	0.007579929
3.89472	0.048463	0.008476829
4.18028	0.039826	0.007292328
4.58266	0.047437	0.009169636
4.98447	-0.001506	0.015435092
5.38675	0.019296	0.015484567
5.78679	0.056689	0.015105561
