0.25	0.030671	0.002233561
0.35	0.047136	0.003084191
0.45	0.06355	0.000403122
0.55	0.078653	0.002487312
0.65	0.093165	0.001160064
0.75	0.10721	0.00075667
0.85	0.11898	0.00065424
0.95	0.12944	0.001059208
1.125	0.14491	0.001046795
1.375	0.16452	0.00118419
1.625	0.17658	0.00106634
1.875	0.1849	0.00103968
2.125	0.18795	0.002163299
2.375	0.18856	0.001365639
2.75	0.18669	0.002076261
3.25	0.17773	0.002461475
3.75	0.16429	0.002655464
4.5	0.14377	0.00228387
5.5	0.11558	0.004449089
7	0.099331	0.004503578
9	0.086051	0.004555146
