0.55	0.05	0.036629735	1.59E-03
0.65	0.05	0.043301094	2.03E-03
0.75	0.05	0.04987511	2.80E-03
0.85	0.05	0.055793156	2.69E-03
0.95	0.05	0.06155541	2.60E-03
1.125	0.125	0.069989587	2.64E-03
1.375	0.125	0.081826282	2.45E-03
1.625	0.125	0.091773181	3.00E-03
1.875	0.125	0.099865261	2.81E-03
