0.175078	0.024062	0.002065886
0.251634	0.033494	0.002119177
0.348765	0.050927	0.002261976
0.448264	0.068467	0.002546019
0.548055	0.084622	0.002793954
0.647946	0.099859	0.003047318
0.746961	0.114228	0.003299667
0.847053	0.127602	0.003552659
0.947454	0.140218	0.003796635
1.04787	0.151549	0.004020004
1.14826	0.161279	0.004224676
1.24714	0.172051	0.004436673
1.34808	0.179937	0.004606452
1.44829	0.188018	0.004772381
1.54823	0.195705	0.004939697
1.64834	0.200809	0.005053978
1.74819	0.206303	0.005196911
1.84852	0.20976	0.005275038
1.94853	0.214146	0.005394396
2.04843	0.217759	0.005491619
2.1484	0.218276	0.005559204
2.2482	0.222807	0.005651383
2.34834	0.220708	0.005941724
2.44839	0.223952	0.006073318
2.54836	0.223236	0.006274023
2.64846	0.22325	0.007418318
2.7482	0.223069	0.009206752
2.84847	0.215751	0.011216666
2.94848	0.218194	0.013432131
3.09415	0.210696	0.014206171
3.29425	0.209079	0.014090654
3.49472	0.204512	0.013910513
3.69483	0.192916	0.013572648
3.89512	0.183864	0.013063383
4.1828	0.175067	0.012651308
4.58469	0.164164	0.012435114
4.98591	0.156958	0.012451328
5.38602	0.142453	0.01242254
5.78815	0.142706	0.013427374
