0.75	0.05	0.0050663	0.001321812
0.85	0.05	0.006159675	0.001221016
0.95	0.05	0.008629082	0.001379209
1.125	0.125	0.012475075	0.001348198
1.375	0.125	0.021105313	0.001671561
1.625	0.125	0.030025657	0.002073585
1.875	0.125	0.041682557	0.002484417
