0.175427	0.016645	0.002032545
0.251655	0.022593	0.002055243
0.348906	0.034196	0.002122172
0.448396	0.045367	0.002259032
0.548139	0.055688	0.002380383
0.648031	0.06566	0.002513743
0.746981	0.075164	0.002651108
0.847101	0.084169	0.002792997
0.947422	0.092665	0.002932755
1.04773	0.100239	0.003060834
1.1481	0.107251	0.003185254
1.24806	0.114489	0.003320922
1.34808	0.120706	0.003438175
1.44823	0.126761	0.003556583
1.54818	0.132183	0.003663381
1.64824	0.136654	0.003770565
1.74802	0.140424	0.003849906
1.84831	0.145095	0.003933427
1.94848	0.148932	0.004019817
2.04837	0.151528	0.004120205
2.14833	0.153573	0.004178201
2.24804	0.156605	0.004290799
2.34831	0.156398	0.004486432
2.4483	0.157672	0.004591936
2.54838	0.159339	0.004776513
2.64832	0.158794	0.005573709
2.74822	0.159421	0.006821783
2.84841	0.1611	0.008402695
2.9484	0.161483	0.010073697
3.09376	0.156402	0.010696912
3.29409	0.155308	0.010593257
3.49437	0.149031	0.010354411
3.69463	0.144368	0.010291004
3.89479	0.142807	0.010439481
4.18077	0.129636	0.009593984
4.58277	0.120021	0.009507981
4.98513	0.100829	0.009070525
5.38695	0.100614	0.010147668
5.78759	0.101638	0.011316947
