0.356894	0.009544	0.005557569
0.454422	0.012929	0.004122386
0.552441	0.017895	0.004099722
0.651095	0.026136	0.004076593
0.751542	0.036108	0.004308663
0.849901	0.046454	0.004993337
0.949902	0.058784	0.005133909
1.04864	0.072039	0.005364122
1.14834	0.083294	0.005477084
1.24839	0.100212	0.005779471
1.34819	0.113945	0.006005426
1.44925	0.127762	0.006117833
1.54907	0.143493	0.006338021
1.64893	0.160099	0.006511854
1.74886	0.171998	0.006583183
1.84875	0.187522	0.006733998
1.94859	0.198432	0.006825725
