0.175044	0.024883	0.002078965
0.251408	0.034852	0.002135957
0.348662	0.054251	0.002302596
0.448163	0.073062	0.002618243
0.547972	0.090737	0.002902912
0.647839	0.106607	0.003185021
0.746819	0.121781	0.003462201
0.846998	0.135632	0.003732285
0.947501	0.148655	0.003990226
1.04792	0.160584	0.004240953
1.14833	0.171243	0.004461934
1.24679	0.180446	0.004680567
1.34812	0.189476	0.004875624
1.44827	0.194486	0.005023619
1.54831	0.202505	0.005205906
1.6484	0.209748	0.005380678
1.74829	0.212647	0.005464977
1.84862	0.21779	0.005621053
1.94854	0.222362	0.005752841
2.0485	0.222736	0.005887401
2.14836	0.22037	0.00589854
2.24822	0.225503	0.006165978
2.34842	0.223244	0.006452109
2.44841	0.224508	0.006673169
2.5484	0.223509	0.006914852
2.6485	0.223898	0.008193499
2.74836	0.219485	0.009785782
2.84844	0.2259	0.012192174
2.94864	0.217114	0.014019745
3.09419	0.212303	0.014595348
3.29466	0.207608	0.014453698
3.49485	0.197813	0.01423252
3.69477	0.20232	0.014449589
3.89486	0.189217	0.014426031
4.1827	0.172652	0.01318915
4.58416	0.170347	0.013992178
4.98522	0.146472	0.013944704
5.38606	0.156111	0.016017364
5.78635	0.126055	0.016847773
