0.175705	0.011507	0.002021078
0.251638	0.015572	0.002029298
0.348943	0.023537	0.002062293
0.448415	0.031371	0.002131242
0.548131	0.038667	0.002198239
0.648014	0.045365	0.002270366
0.746925	0.051717	0.002341503
0.847115	0.057989	0.002425761
0.947434	0.063612	0.002501991
1.04776	0.068922	0.002583304
1.14809	0.074215	0.002663841
1.24806	0.079118	0.002747055
1.34805	0.083148	0.002815757
1.44822	0.087451	0.002900693
1.54814	0.090858	0.002966807
1.6482	0.094677	0.003053741
1.74797	0.09793	0.003124286
1.84828	0.09984	0.003202517
1.94851	0.103194	0.003286375
2.04837	0.105338	0.003418316
2.14834	0.105037	0.00345786
2.24791	0.106103	0.003595315
2.34829	0.108119	0.003790552
2.44829	0.110076	0.00398375
2.54829	0.110712	0.004149517
2.64832	0.111044	0.004778505
2.74823	0.113652	0.005645696
2.84837	0.108955	0.006592588
2.94844	0.106005	0.007513489
3.09358	0.108642	0.00782233
3.29414	0.110573	0.008161056
3.49431	0.104741	0.008184541
3.6943	0.097613	0.008396319
3.89493	0.097322	0.008812562
4.18063	0.097929	0.00837823
4.5828	0.08443	0.008824682
4.98463	0.079208	0.010191184
5.3872	0.061603	0.011526805
5.78763	0.063759	0.015515911
