2.5	1	0.025102658	0.013114193
3.5	1	0.006142653	0.002844523
4.5	1	0.001682176	0.000789831
5.5	1	0.000460348	0.000221758
7	2	0.000107401	5.04256E-05
10	4	1.43282E-05	6.60035E-06
14	4	2.37591E-06	9.49656E-07
20	8	3.5273E-07	1.36132E-07
30	12	4.30468E-08	2.10234E-08
43	14	4.98762E-09	4.04751E-09
