          %pt            TT            TS            SS            SS2j            Tot
        0.250    6.44475E-01    1.03897E-02    4.39973E-03    1.58855E-07    6.59265E-01
        0.500    7.82474E-01    2.46709E-02    7.14135E-03    2.27770E-06    8.14289E-01
        0.750    6.90822E-01    3.34831E-02    7.99435E-03    9.64068E-06    7.32309E-01
        1.000    5.35587E-01    3.58087E-02    7.91521E-03    2.30118E-05    5.79334E-01
        1.250    3.86704E-01    3.40076E-02    7.50657E-03    3.99860E-05    4.28258E-01
        1.500    2.67232E-01    3.05422E-02    6.94698E-03    5.74986E-05    3.04779E-01
        1.750    1.79469E-01    2.67478E-02    6.17803E-03    7.28867E-05    2.12468E-01
        2.000    1.18237E-01    2.30192E-02    5.23215E-03    8.37467E-05    1.46572E-01
        2.250    7.68803E-02    1.94142E-02    4.31229E-03    8.84614E-05    1.00695E-01
        2.500    4.95382E-02    1.60291E-02    3.48360E-03    8.71483E-05    6.91381E-02
        2.750    3.17208E-02    1.29760E-02    2.76391E-03    8.13536E-05    4.75420E-02
        3.000    2.02244E-02    1.03174E-02    2.15915E-03    7.28974E-05    3.27738E-02
        3.250    1.28570E-02    8.06929E-03    1.66958E-03    6.32641E-05    2.26591E-02
        3.500    8.15778E-03    6.21880E-03    1.28432E-03    5.35288E-05    1.57144E-02
        3.750    5.17003E-03    4.73251E-03    9.89073E-04    4.43900E-05    1.09360E-02
        4.000    3.27445E-03    3.56607E-03    7.65548E-04    3.62522E-05    7.64232E-03
        4.250    2.07339E-03    2.66839E-03    5.97775E-04    2.92756E-05    5.36883E-03
        4.500    1.31297E-03    1.98913E-03    4.71430E-04    2.34677E-05    3.79700E-03
        4.750    8.31679E-04    1.48139E-03    3.75930E-04    1.87301E-05    2.70773E-03
        5.000    5.27058E-04    1.10530E-03    3.02963E-04    1.49245E-05    1.95025E-03
        5.250    3.34210E-04    8.28006E-04    2.46710E-04    1.18957E-05    1.42082E-03
        5.500    2.12071E-04    6.23963E-04    2.02823E-04    9.50042E-06    1.04836E-03
        5.750    1.34671E-04    4.73587E-04    1.68236E-04    7.61048E-06    7.84105E-04
        6.000    8.55893E-05    3.62405E-04    1.40683E-04    6.12075E-06    5.94798E-04
        6.250    5.44423E-05    2.79731E-04    1.18520E-04    4.94440E-06    4.57637E-04
        6.500    3.46604E-05    2.17857E-04    1.00529E-04    4.01360E-06    3.57060E-04
        6.750    2.20862E-05    1.71178E-04    8.57959E-05    3.27418E-06    2.82335E-04
        7.000    1.40864E-05    1.35681E-04    7.36398E-05    2.68466E-06    2.26092E-04
        7.250    8.99236E-06    1.08445E-04    6.35295E-05    2.21229E-06    1.83179E-04
        7.500    5.74568E-06    8.73725E-05    5.50706E-05    1.83215E-06    1.50021E-04
        7.750    3.67452E-06    7.09238E-05    4.79410E-05    1.52458E-06    1.24064E-04
        8.000    2.35206E-06    5.79799E-05    4.19030E-05    1.27461E-06    1.03510E-04
        8.250    1.50688E-06    4.77107E-05    3.67563E-05    1.07036E-06    8.70442E-05
        8.500    9.66251E-07    3.95010E-05    3.23507E-05    9.02704E-07    7.37207E-05
        8.750    6.20118E-07    3.28907E-05    2.85592E-05    7.64404E-07    6.28344E-05
        9.000    3.98314E-07    2.75303E-05    2.52834E-05    6.49814E-07    5.38618E-05
        9.250    2.56058E-07    2.31568E-05    2.24403E-05    5.54433E-07    4.64076E-05
        9.500    1.64742E-07    1.95652E-05    1.99643E-05    4.74705E-07    4.01690E-05
        9.750    1.06077E-07    1.66005E-05    1.77993E-05    4.07786E-07    3.49137E-05
       10.000    6.83557E-08    1.41387E-05    1.59010E-05    3.51392E-07    3.04594E-05
       10.250    4.40822E-08    1.20856E-05    1.42301E-05    3.03693E-07    2.66634E-05
       10.500    2.84497E-08    1.03640E-05    1.27564E-05    2.63195E-07    2.34121E-05
       10.750    1.83743E-08    8.91543E-06    1.14515E-05    2.28701E-07    2.06140E-05
       11.000    1.18757E-08    7.69031E-06    1.02950E-05    1.99213E-07    1.81964E-05
       11.250    7.68087E-09    6.65129E-06    9.26541E-06    1.73937E-07    1.60983E-05
       11.500    4.97120E-09    5.76595E-06    8.34904E-06    1.52193E-07    1.42722E-05
       11.750    3.21962E-09    5.00991E-06    7.52943E-06    1.33447E-07    1.26760E-05
       12.000    2.08657E-09    4.36145E-06    6.79724E-06    1.17230E-07    1.12780E-05
       12.250    1.35313E-09    3.80434E-06    6.13969E-06    1.03174E-07    1.00486E-05
       12.500    8.78054E-10    3.32375E-06    5.55035E-06    9.09524E-08    8.96593E-06
       12.750    5.70123E-10    2.90865E-06    5.01928E-06    8.03094E-08    8.00881E-06
       13.000    3.70404E-10    2.54877E-06    4.54191E-06    7.10118E-08    7.16206E-06
       13.250    2.40790E-10    2.23648E-06    4.11052E-06    6.28805E-08    6.41012E-06
       13.500    1.56621E-10    1.96454E-06    3.72177E-06    5.57474E-08    5.74221E-06
       13.750    1.01930E-10    1.72761E-06    3.36963E-06    4.94849E-08    5.14682E-06
       14.000    6.63737E-11    1.52050E-06    3.05161E-06    4.39706E-08    4.61615E-06
       14.250    4.32435E-11    1.33942E-06    2.76302E-06    3.91125E-08    4.14159E-06
       14.500    2.81885E-11    1.18061E-06    2.50189E-06    3.48205E-08    3.71735E-06
       14.750    1.83843E-11    1.04134E-06    2.26463E-06    3.10276E-08    3.33702E-06
       15.000    1.19960E-11    9.18860E-07    2.04960E-06    2.76666E-08    2.99614E-06
