          %pt            TT            TS            SS            SS2j            Tot
        0.250    5.45543E-02    9.22535E-04    2.69473E-03    4.15410E-08    5.81717E-02
        0.500    7.37898E-02    2.41037E-03    4.28383E-03    3.89767E-07    8.04844E-02
        0.750    7.28198E-02    3.54453E-03    4.57437E-03    1.23087E-06    8.09399E-02
        1.000    6.33239E-02    4.04615E-03    4.15421E-03    2.40135E-06    7.15266E-02
        1.250    5.14557E-02    4.03315E-03    3.46695E-03    3.61408E-06    5.89594E-02
        1.500    4.01494E-02    3.72845E-03    2.76581E-03    4.69177E-06    4.66483E-02
        1.750    3.05408E-02    3.29934E-03    2.14690E-03    5.54261E-06    3.59926E-02
        2.000    2.28587E-02    2.83444E-03    1.63226E-03    6.07730E-06    2.73315E-02
        2.250    1.69344E-02    2.37674E-03    1.23376E-03    6.22680E-06    2.05511E-02
        2.500    1.24665E-02    1.95271E-03    9.33085E-04    6.01183E-06    1.53583E-02
        2.750    9.14381E-03    1.57786E-03    7.06055E-04    5.53479E-06    1.14333E-02
        3.000    6.69438E-03    1.25756E-03    5.34362E-04    4.91048E-06    8.49121E-03
        3.250    4.89824E-03    9.90856E-04    4.05036E-04    4.23112E-06    6.29836E-03
        3.500    3.58505E-03    7.73330E-04    3.08027E-04    3.56080E-06    4.66997E-03
        3.750    2.62627E-03    5.99087E-04    2.35748E-04    2.94122E-06    3.46404E-03
        4.000    1.92643E-03    4.61616E-04    1.81917E-04    2.39457E-06    2.57236E-03
        4.250    1.41535E-03    3.54535E-04    1.41815E-04    1.92927E-06    1.91363E-03
        4.500    1.04171E-03    2.71935E-04    1.11719E-04    1.54356E-06    1.42691E-03
        4.750    7.68178E-04    2.08666E-04    8.89738E-05    1.23014E-06    1.06705E-03
        5.000    5.67587E-04    1.60406E-04    7.15864E-05    9.78952E-07    8.00558E-04
        5.250    4.20218E-04    1.23662E-04    5.81644E-05    7.79508E-07    6.02823E-04
        5.500    3.11738E-04    9.56806E-05    4.76834E-05    6.21991E-07    4.55724E-04
        5.750    2.31725E-04    7.43356E-05    3.94182E-05    4.97912E-07    3.45977E-04
        6.000    1.72589E-04    5.80069E-05    3.28321E-05    4.00192E-07    2.63828E-04
        6.250    1.28793E-04    4.54696E-05    2.75382E-05    3.23122E-07    2.02124E-04
        6.500    9.62918E-05    3.58047E-05    2.32434E-05    2.62178E-07    1.55602E-04
        6.750    7.21251E-05    2.83205E-05    1.97340E-05    2.13807E-07    1.20393E-04
        7.000    5.41203E-05    2.25001E-05    1.68424E-05    1.75261E-07    9.36381E-05
        7.250    4.06805E-05    1.79524E-05    1.44463E-05    1.44394E-07    7.32236E-05
        7.500    3.06297E-05    1.43843E-05    1.24455E-05    1.19565E-07    5.75790E-05
        7.750    2.30996E-05    1.15720E-05    1.07674E-05    9.94829E-08    4.55384E-05
        8.000    1.74481E-05    9.34671E-06    9.34978E-06    8.31671E-08    3.62278E-05
        8.250    1.31993E-05    7.57832E-06    8.14869E-06    6.98377E-08    2.89962E-05
        8.500    9.99987E-06    6.16780E-06    7.12360E-06    5.89005E-08    2.33502E-05
        8.750    7.58669E-06    5.03817E-06    6.24743E-06    4.98780E-08    1.89222E-05
        9.000    5.76375E-06    4.13033E-06    5.49299E-06    4.24045E-08    1.54295E-05
        9.250    4.38462E-06    3.39789E-06    4.84313E-06    3.61826E-08    1.26618E-05
        9.500    3.33975E-06    2.80502E-06    4.27925E-06    3.09833E-08    1.04550E-05
        9.750    2.54702E-06    2.32332E-06    3.79021E-06    2.66178E-08    8.68717E-06
       10.000    1.94478E-06    1.93072E-06    3.36301E-06    2.29402E-08    7.26145E-06
       10.250    1.48665E-06    1.60956E-06    2.99023E-06    1.98280E-08    6.10627E-06
       10.500    1.13770E-06    1.34608E-06    2.66272E-06    1.71867E-08    5.16369E-06
       10.750    8.71603E-07    1.12911E-06    2.37532E-06    1.49354E-08    4.39096E-06
       11.000    6.68438E-07    9.49960E-07    2.12159E-06    1.30118E-08    3.75300E-06
       11.250    5.13147E-07    8.01493E-07    1.89777E-06    1.13615E-08    3.22377E-06
       11.500    3.94317E-07    6.78149E-07    1.69936E-06    9.94279E-09    2.78176E-06
       11.750    3.03292E-07    5.75293E-07    1.52353E-06    8.71831E-09    2.41083E-06
       12.000    2.33493E-07    4.89332E-07    1.36707E-06    7.65989E-09    2.09755E-06
       12.250    1.79916E-07    4.17220E-07    1.22791E-06    6.74141E-09    1.83178E-06
       12.500    1.38753E-07    3.56605E-07    1.10361E-06    5.94352E-09    1.60491E-06
       12.750    1.07096E-07    3.05466E-07    9.92729E-07    5.24774E-09    1.41054E-06
       13.000    8.27290E-08    2.62243E-07    8.93338E-07    4.64057E-09    1.24295E-06
       13.250    6.39561E-08    2.25581E-07    8.04477E-07    4.10880E-09    1.09812E-06
       13.500    4.94808E-08    1.94430E-07    7.24565E-07    3.64284E-09    9.72119E-07
       13.750    3.83100E-08    1.67874E-07    6.52984E-07    3.23317E-09    8.62401E-07
       14.000    2.96824E-08    1.45197E-07    5.88431E-07    2.87285E-09    7.66183E-07
       14.250    2.30138E-08    1.25776E-07    5.30519E-07    2.55498E-09    6.81864E-07
       14.500    1.78555E-08    1.09113E-07    4.78169E-07    2.27445E-09    6.07412E-07
       14.750    1.38625E-08    9.47838E-08    4.31137E-07    2.02625E-09    5.41810E-07
       15.000    1.07694E-08    8.24339E-08    3.88553E-07    1.80653E-09    4.83563E-07
