          %pt            TT            TS            SS            SS2j            Tot
        0.250    1.80495E-03    2.92789E-07    1.98264E-10    4.08665E-12    1.80525E-03
        0.500    2.47544E-03    1.90322E-06    3.53590E-09    8.99314E-11    2.47735E-03
        0.750    2.53098E-03    5.40376E-06    1.55261E-08    5.02890E-10    2.53640E-03
        1.000    2.28770E-03    1.03744E-05    3.59879E-08    1.48759E-09    2.29812E-03
        1.250    1.92933E-03    1.57797E-05    5.70640E-08    3.02235E-09    1.94517E-03
        1.500    1.55572E-03    2.07072E-05    7.06365E-08    4.85065E-09    1.57650E-03
        1.750    1.21563E-03    2.46903E-05    7.40875E-08    6.71096E-09    1.24040E-03
        2.000    9.28124E-04    2.76008E-05    6.89634E-08    8.46135E-09    9.55802E-04
        2.250    6.96221E-04    2.94348E-05    5.97250E-08    1.00472E-08    7.25725E-04
        2.500    5.15130E-04    3.01922E-05    5.00615E-08    1.14263E-08    5.45384E-04
        2.750    3.77015E-04    2.98737E-05    4.10613E-08    1.25303E-08    4.06942E-04
        3.000    2.73530E-04    2.85306E-05    3.31599E-08    1.32715E-08    3.02107E-04
        3.250    1.97050E-04    2.63080E-05    2.64876E-08    1.35728E-08    2.23398E-04
        3.500    1.41135E-04    2.34528E-05    2.10153E-08    1.34008E-08    1.64622E-04
        3.750    1.00605E-04    2.02851E-05    1.66361E-08    1.27906E-08    1.20919E-04
        4.000    7.14306E-05    1.71400E-05    1.31913E-08    1.18537E-08    8.85957E-05
        4.250    5.05493E-05    1.43012E-05    1.05144E-08    1.08486E-08    6.48718E-05
        4.500    3.56731E-05    1.17008E-05    8.44132E-09    9.68045E-09    4.73920E-05
        4.750    2.51158E-05    9.51082E-06    6.83524E-09    8.63089E-09    3.46421E-05
        5.000    1.76477E-05    7.59588E-06    5.58379E-09    7.51429E-09    2.52567E-05
        5.250    1.23792E-05    6.03652E-06    4.60167E-09    6.54119E-09    1.84269E-05
        5.500    8.67090E-06    4.72315E-06    3.82439E-09    5.57129E-09    1.34035E-05
        5.750    6.06583E-06    3.68465E-06    3.20315E-09    4.75095E-09    9.75844E-06
        6.000    4.23882E-06    2.83719E-06    2.70259E-09    3.97476E-09    7.08268E-06
        6.250    2.95930E-06    2.18246E-06    2.29514E-09    3.33543E-09    5.14739E-06
        6.500    2.06431E-06    1.66126E-06    1.96131E-09    2.75488E-09    3.73029E-06
        6.750    1.43896E-06    1.26595E-06    1.68514E-09    2.28733E-09    2.70888E-06
        7.000    1.00242E-06    9.57062E-07    1.45543E-09    1.87565E-09    1.96281E-06
        7.250    6.97916E-07    7.25667E-07    1.26277E-09    1.54961E-09    1.42640E-06
        7.500    4.85673E-07    5.47067E-07    1.10039E-09    1.26858E-09    1.03511E-06
        7.750    3.37827E-07    4.14224E-07    9.62547E-10    1.04817E-09    7.54062E-07
        8.000    2.34895E-07    3.12385E-07    8.45038E-10    8.60406E-10    5.48986E-07
        8.250    1.63269E-07    2.36820E-07    7.44270E-10    7.13718E-10    4.01547E-07
        8.500    1.13448E-07    1.79038E-07    6.57527E-10    5.89357E-10    2.93733E-07
        8.750    7.88075E-08    1.36120E-07    5.82476E-10    4.92007E-10    2.16002E-07
        9.000    5.47304E-08    1.03281E-07    5.17336E-10    4.09361E-10    1.58938E-07
        9.250    3.80007E-08    7.88170E-08    4.60528E-10    3.44362E-10    1.17623E-07
        9.500    2.63793E-08    6.00557E-08    4.10856E-10    2.88947E-10    8.71348E-08
        9.750    1.83086E-08    4.60167E-08    3.67265E-10    2.45029E-10    6.49376E-08
       10.000    1.27050E-08    3.52145E-08    3.28891E-10    2.07326E-10    4.84557E-08
       10.250    8.81503E-09    2.70926E-08    2.95040E-10    1.77212E-10    3.63799E-08
       10.500    6.11523E-09    2.08203E-08    2.65053E-10    1.51176E-10    2.73518E-08
       10.750    4.24176E-09    1.60809E-08    2.38486E-10    1.30193E-10    2.06914E-08
       11.000    2.94190E-09    1.24069E-08    2.14817E-10    1.11900E-10    1.56755E-08
       11.250    2.04016E-09    9.61764E-09    1.93772E-10    9.70414E-11    1.19486E-08
       11.500    1.41467E-09    7.44769E-09    1.74928E-10    8.40009E-11    9.12128E-09
       11.750    9.80860E-10    5.79273E-09    1.58118E-10    7.33150E-11    7.00502E-09
       12.000    6.80021E-10    4.50077E-09    1.43001E-10    6.38595E-11    5.38765E-09
       12.250    4.71416E-10    3.51139E-09    1.29481E-10    5.60615E-11    4.16835E-09
       12.500    3.26779E-10    2.73668E-09    1.17269E-10    4.91221E-11    3.22985E-09
       12.750    2.26504E-10    2.14106E-09    1.06333E-10    4.33527E-11    2.51725E-09
       13.000    1.56989E-10    1.67324E-09    9.64112E-11    3.81799E-11    1.96482E-09
       13.250    1.08802E-10    1.31238E-09    8.75165E-11    3.38575E-11    1.54256E-09
       13.500    7.54023E-11    1.02827E-09    7.94144E-11    2.99651E-11    1.21305E-09
       13.750    5.22528E-11    8.08360E-10    7.21453E-11    2.66886E-11    9.59447E-10
       14.000    3.62088E-11    6.34760E-10    6.55021E-11    2.37175E-11    7.60188E-10
       14.250    2.50899E-11    5.00041E-10    5.95372E-11    2.12075E-11    6.05876E-10
       14.500    1.73847E-11    3.93497E-10    5.40698E-11    1.89239E-11    4.83875E-10
       14.750    1.20453E-11    3.10566E-10    4.91573E-11    1.69818E-11    3.88750E-10
       15.000    8.34555E-12    2.44826E-10    4.46447E-11    1.52038E-11    3.13020E-10
