          %pt            TT            TS            SS            SS2j            Tot
        0.250    9.62050E-02    7.61079E-04    2.78920E-06    1.58009E-08    9.69689E-02
        0.500    1.26490E-01    1.92177E-03    3.54372E-05    2.24393E-07    1.28447E-01
        0.750    1.21168E-01    2.88398E-03    1.15572E-04    9.46056E-07    1.24169E-01
        1.000    1.01899E-01    3.51058E-03    2.36131E-04    2.25775E-06    1.05648E-01
        1.250    7.97120E-02    3.85303E-03    3.73807E-04    3.92029E-06    8.39428E-02
        1.500    5.95777E-02    4.01352E-03    4.89388E-04    5.62696E-06    6.40863E-02
        1.750    4.31876E-02    4.05004E-03    5.42741E-04    7.12798E-06    4.77875E-02
        2.000    3.06460E-02    3.96320E-03    5.26092E-04    8.21545E-06    3.51435E-02
        2.250    2.14178E-02    3.74063E-03    4.75437E-04    8.74410E-06    2.56426E-02
        2.500    1.48034E-02    3.40060E-03    4.10115E-04    8.70365E-06    1.86228E-02
        2.750    1.01483E-02    2.98839E-03    3.40926E-04    8.21796E-06    1.34858E-02
        3.000    6.91466E-03    2.55075E-03    2.75151E-04    7.45363E-06    9.74801E-03
        3.250    4.68969E-03    2.12348E-03    2.17521E-04    6.55365E-06    7.03725E-03
        3.500    3.16954E-03    1.73029E-03    1.69740E-04    5.62325E-06    5.07519E-03
        3.750    2.13640E-03    1.38424E-03    1.31889E-04    4.73216E-06    3.65726E-03
        4.000    1.43707E-03    1.09060E-03    1.02623E-04    3.92265E-06    2.63421E-03
        4.250    9.65128E-04    8.48613E-04    8.03853E-05    3.21438E-06    1.89734E-03
        4.500    6.47391E-04    6.54111E-04    6.35198E-05    2.61246E-06    1.36763E-03
        4.750    4.33858E-04    5.00757E-04    5.07282E-05    2.11142E-06    9.87455E-04
        5.000    2.90554E-04    3.81778E-04    4.09394E-05    1.70107E-06    7.14972E-04
        5.250    1.94483E-04    2.90502E-04    3.33887E-05    1.36856E-06    5.19743E-04
        5.500    1.30129E-04    2.21100E-04    2.74983E-05    1.10132E-06    3.79829E-04
        5.750    8.70473E-05    1.68589E-04    2.28561E-05    8.87441E-07    2.79380E-04
        6.000    5.82193E-05    1.28987E-04    1.91585E-05    7.16808E-07    2.07082E-04
        6.250    3.89351E-05    9.91276E-05    1.61832E-05    5.80704E-07    1.54827E-04
        6.500    2.60379E-05    7.65940E-05    1.37673E-05    4.72137E-07    1.16871E-04
        6.750    1.74135E-05    5.95359E-05    1.17869E-05    3.85344E-07    8.91216E-05
        7.000    1.16465E-05    4.65762E-05    1.01515E-05    3.15822E-07    6.86900E-05
        7.250    7.79031E-06    3.66782E-05    8.78897E-06    2.59931E-07    5.35175E-05
        7.500    5.21164E-06    2.90790E-05    7.64741E-06    2.14861E-07    4.21529E-05
        7.750    3.48711E-06    2.32070E-05    6.68302E-06    1.78359E-07    3.35555E-05
        8.000    2.33366E-06    1.86422E-05    5.86474E-06    1.48690E-07    2.69893E-05
        8.250    1.56206E-06    1.50692E-05    5.16530E-06    1.24463E-07    2.19210E-05
        8.500    1.04581E-06    1.22548E-05    4.56512E-06    1.04605E-07    1.79703E-05
        8.750    7.00337E-07    1.00231E-05    4.04699E-06    8.82526E-08    1.48587E-05
        9.000    4.69101E-07    8.24245E-06    3.59805E-06    7.47364E-08    1.23843E-05
        9.250    3.14293E-07    6.81287E-06    3.20707E-06    6.35148E-08    1.03977E-05
        9.500    2.10627E-07    5.65821E-06    2.86549E-06    5.41642E-08    8.78849E-06
        9.750    1.41191E-07    4.72052E-06    2.56572E-06    4.63404E-08    7.47377E-06
       10.000    9.46708E-08    3.95467E-06    2.30197E-06    3.97710E-08    6.39108E-06
       10.250    6.34954E-08    3.32622E-06    2.06891E-06    3.42341E-08    5.49287E-06
       10.500    4.25979E-08    2.80777E-06    1.86263E-06    2.95515E-08    4.74255E-06
       10.750    2.85860E-08    2.37834E-06    1.67924E-06    2.55781E-08    4.11174E-06
       11.000    1.91885E-08    2.02088E-06    1.51610E-06    2.21955E-08    3.57836E-06
       11.250    1.28839E-08    1.72233E-06    1.37026E-06    1.93072E-08    3.12478E-06
       11.500    8.65321E-09    1.47183E-06    1.23998E-06    1.68332E-08    2.73729E-06
       11.750    5.81338E-09    1.26107E-06    1.12293E-06    1.47085E-08    2.40452E-06
       12.000    3.90662E-09    1.08297E-06    1.01800E-06    1.28784E-08    2.11775E-06
       12.250    2.62601E-09    9.32142E-07    9.23334E-07    1.12985E-08    1.86940E-06
       12.500    1.76568E-09    8.03893E-07    8.38185E-07    9.93043E-09    1.65377E-06
       12.750    1.18754E-09    6.94657E-07    7.61096E-07    8.74370E-09    1.46568E-06
       13.000    7.98928E-10    6.01256E-07    6.91551E-07    7.71128E-09    1.30132E-06
       13.250    5.37633E-10    5.21295E-07    6.28415E-07    6.81173E-09    1.15706E-06
       13.500    3.61896E-10    4.52593E-07    5.71306E-07    6.02575E-09    1.03029E-06
       13.750    2.43669E-10    3.93510E-07    5.19344E-07    5.33816E-09    9.18437E-07
       14.000    1.64110E-10    3.42529E-07    4.72232E-07    4.73501E-09    8.19661E-07
       14.250    1.10558E-10    2.98513E-07    4.29295E-07    4.20541E-09    7.32124E-07
       14.500    7.45003E-11    2.60389E-07    3.90283E-07    3.73919E-09    6.54486E-07
       14.750    5.02162E-11    2.27359E-07    3.54692E-07    3.32845E-09    5.85430E-07
       15.000    3.38567E-11    1.98659E-07    3.22291E-07    2.96568E-09    5.23949E-07
