          %pt            TT            TS            SS            SS2j            Tot
        0.250    6.53297E-04    2.13705E-07    2.56442E-10    6.62878E-12    6.53511E-04
        0.500    1.05072E-03    1.23941E-06    4.29622E-09    1.20814E-10    1.05196E-03
        0.750    1.25983E-03    3.20795E-06    1.78799E-08    5.70215E-10    1.26305E-03
        1.000    1.33540E-03    5.82437E-06    3.97032E-08    1.47560E-09    1.34126E-03
        1.250    1.32071E-03    8.63610E-06    6.09348E-08    2.70232E-09    1.32941E-03
        1.500    1.24888E-03    1.13047E-05    7.37937E-08    3.99912E-09    1.26026E-03
        1.750    1.14440E-03    1.36893E-05    7.65234E-08    5.19342E-09    1.15818E-03
        2.000    1.02465E-03    1.57696E-05    7.06689E-08    6.23567E-09    1.04049E-03
        2.250    9.01371E-04    1.75366E-05    6.08572E-08    7.13463E-09    9.18976E-04
        2.500    7.82101E-04    1.89351E-05    5.09377E-08    7.89198E-09    8.01095E-04
        2.750    6.71263E-04    1.98673E-05    4.18432E-08    8.47931E-09    6.91181E-04
        3.000    5.71122E-04    2.02328E-05    3.38995E-08    8.84784E-09    5.91398E-04
        3.250    4.82491E-04    1.99771E-05    2.71861E-08    8.95136E-09    5.02505E-04
        3.500    4.05262E-04    1.91272E-05    2.16549E-08    8.76894E-09    4.24419E-04
        3.750    3.38774E-04    1.78054E-05    1.72073E-08    8.32149E-09    3.56604E-04
        4.000    2.82075E-04    1.62128E-05    1.36904E-08    7.67716E-09    2.98309E-04
        4.250    2.34091E-04    1.45912E-05    1.09471E-08    7.00090E-09    2.48700E-04
        4.500    1.93731E-04    1.28874E-05    8.81344E-09    6.22955E-09    2.06633E-04
        4.750    1.59954E-04    1.13175E-05    7.15696E-09    5.54309E-09    1.71284E-04
        5.000    1.31803E-04    9.77237E-06    5.86079E-09    4.82008E-09    1.41586E-04
        5.250    1.08422E-04    8.40005E-06    4.84239E-09    4.19229E-09    1.16831E-04
        5.500    8.90592E-05    7.11218E-06    4.03310E-09    3.56918E-09    9.61790E-05
        5.750    7.30624E-05    6.00623E-06    3.38591E-09    3.04357E-09    7.90751E-05
        6.000    5.98739E-05    5.00838E-06    2.86253E-09    2.54748E-09    6.48877E-05
        6.250    4.90197E-05    4.17297E-06    2.43611E-09    2.13898E-09    5.31973E-05
        6.500    4.01002E-05    3.44169E-06    2.08560E-09    1.76827E-09    4.35457E-05
        6.750    3.27800E-05    2.84209E-06    1.79544E-09    1.46972E-09    3.56254E-05
        7.000    2.67791E-05    2.32883E-06    1.55331E-09    1.20683E-09    2.91107E-05
        7.250    2.18646E-05    1.91406E-06    1.35016E-09    9.98433E-10    2.37810E-05
        7.500    1.78431E-05    1.56457E-06    1.17843E-09    8.18709E-10    1.94097E-05
        7.750    1.45549E-05    1.28443E-06    1.03255E-09    6.77573E-10    1.58411E-05
        8.000    1.18681E-05    1.05037E-06    9.07895E-10    5.57235E-10    1.29199E-05
        8.250    9.67381E-06    8.63495E-07    8.00908E-10    4.63078E-10    1.05386E-05
        8.500    7.88279E-06    7.08046E-07    7.08595E-10    3.83153E-10    8.59193E-06
        8.750    6.42155E-06    5.83812E-07    6.28661E-10    3.20486E-10    7.00631E-06
        9.000    5.22986E-06    4.80470E-07    5.59113E-10    2.67237E-10    5.71116E-06
        9.250    4.25835E-06    3.97684E-07    4.98455E-10    2.25265E-10    4.65676E-06
        9.500    3.46660E-06    3.28705E-07    4.45266E-10    1.89419E-10    3.79594E-06
        9.750    2.82153E-06    2.73189E-07    3.98591E-10    1.60966E-10    3.09528E-06
       10.000    2.29610E-06    2.26792E-07    3.57389E-10    1.36519E-10    2.52339E-06
       10.250    1.86823E-06    1.89264E-07    3.21036E-10    1.16939E-10    2.05793E-06
       10.500    1.51988E-06    1.57783E-07    2.88763E-10    9.99764E-11    1.67805E-06
       10.750    1.23632E-06    1.32190E-07    2.60149E-10    8.62837E-11    1.36886E-06
       11.000    1.00555E-06    1.10645E-07    2.34622E-10    7.43380E-11    1.11650E-06
       11.250    8.17762E-07    9.30370E-08    2.11891E-10    6.46056E-11    9.11075E-07
       11.500    6.64978E-07    7.81556E-08    1.91524E-10    5.60453E-11    7.43382E-07
       11.750    5.40690E-07    6.59387E-08    1.73319E-10    4.90204E-11    6.06851E-07
       12.000    4.39595E-07    5.55813E-08    1.56948E-10    4.28003E-11    4.95376E-07
       12.250    3.57374E-07    4.70367E-08    1.42269E-10    3.76538E-11    4.04591E-07
       12.500    2.90511E-07    3.97672E-08    1.29019E-10    3.30637E-11    3.30440E-07
       12.750    2.36142E-07    3.37473E-08    1.17109E-10    2.92417E-11    2.70035E-07
       13.000    1.91936E-07    2.86118E-08    1.06327E-10    2.58130E-11    2.20680E-07
       13.250    1.55996E-07    2.43415E-08    9.66079E-11    2.29382E-11    1.80457E-07
       13.500    1.26780E-07    2.06880E-08    8.77950E-11    2.03432E-11    1.47576E-07
       13.750    1.03030E-07    1.76403E-08    7.98233E-11    1.81557E-11    1.20768E-07
       14.000    8.37253E-08    1.50270E-08    7.25884E-11    1.61716E-11    9.88410E-08
       14.250    6.80348E-08    1.28396E-08    6.60239E-11    1.44892E-11    8.09549E-08
       14.500    5.52826E-08    1.09590E-08    6.00630E-11    1.29544E-11    6.63146E-08
       14.750    4.49189E-08    9.38100E-09    5.46394E-11    1.16477E-11    5.43662E-08
       15.000    3.64967E-08    8.02223E-09    4.97121E-11    1.04515E-11    4.45791E-08
